Sample Name,Target Name,Ct,Concentration,Media
Cotton-3-3,ORF1ab,23.62750626,3,Cotton
ACM-3-3,ORF1ab,23.75046539,3,ACM
Cotton-3-3,ORF1ab,23.78230095,3,Cotton
ACM-3-3,ORF1ab,23.79476738,3,ACM
ACM-3-1,N,23.80541611,3,ACM
Glass-3-4,N,23.85708237,3,Glass Fiber Filter
ACM-3-1,S,23.87234116,3,ACM
Glass-3-4,ORF1ab,23.90965843,3,Glass Fiber Filter
Glass-3-4,S,23.94418335,3,Glass Fiber Filter
Glass-3-5,N,24.28793907,3,Glass Fiber Filter
Glass-3-5,ORF1ab,24.29711342,3,Glass Fiber Filter
Glass-3-3,N,24.41812897,3,Glass Fiber Filter
Glass-3-4,ORF1ab,24.50816154,3,Glass Fiber Filter
ACM-3-1,ORF1ab,24.58351135,3,ACM
Glass-3-5,S,24.58727455,3,Glass Fiber Filter
Glass-3-5,N,24.82844543,3,Glass Fiber Filter
Glass-3-5,ORF1ab,24.91658401,3,Glass Fiber Filter
Glass-3-3,ORF1ab,24.94629478,3,Glass Fiber Filter
Glass-3-3,S,25.15495872,3,Glass Fiber Filter
Glass-3-5,S,25.54558945,3,Glass Fiber Filter
Flock-3-3,N,Undetermined,3,Flocked Swab
Glass-3-3,N,Undetermined,3,Glass Fiber Filter
Glass-3-3,ORF1ab,Undetermined,3,Glass Fiber Filter
Glass-3-3,S,Undetermined,3,Glass Fiber Filter
ACM-4-3,ORF1ab,19.88641357,4,ACM
ACM-4-3,N,20.00436211,4,ACM
ACM-4-3,ORF1ab,21.71237755,4,ACM
ACM-4-2,ORF1ab,21.97152328,4,ACM
ACM-4-3,S,22.01558113,4,ACM
ACM-4-3,N,22.16060066,4,ACM
ACM-4-5,ORF1ab,22.28398895,4,ACM
Cotton-4-1,ORF1ab,22.38550758,4,Cotton
ACM-4-5,N,22.47990417,4,ACM
ACM-4-2,N,22.59374428,4,ACM
ACM-4-5,N,22.91022301,4,ACM
ACM-4-5,ORF1ab,22.93788528,4,ACM
FTA-4-1,ORF1ab,23.12897873,4,FTA Card
FTA-4-1,N,23.14175797,4,FTA Card
Cotton-4-1,N,23.24856758,4,Cotton
Flock-4-3,ORF1ab,23.27044296,4,Flocked Swab
FTA-4-5,ORF1ab,23.39523506,4,FTA Card
Flock-4-3,N,23.42364693,4,Flocked Swab
FTA-4-5,N,23.5758152,4,FTA Card
FTA-4-1,ORF1ab,23.59537888,4,FTA Card
ACM-4-3,S,23.59610367,4,ACM
ACM-4-4,ORF1ab,23.66886139,4,ACM
Flock-4-5,ORF1ab,23.72900581,4,Flocked Swab
FTA-4-4,ORF1ab,23.78583717,4,FTA Card
Flock-4-5,N,23.78883743,4,Flocked Swab
Flock-4-1,ORF1ab,23.84328461,4,Flocked Swab
Cotton-4-3,ORF1ab,23.89264297,4,Cotton
FTA-4-1,N,23.90637589,4,FTA Card
ACM-4-5,S,23.91927719,4,ACM
Flock-4-1,ORF1ab,24.05332565,4,Flocked Swab
FTA-4-4,N,24.05607605,4,FTA Card
FTA-4-1,S,24.07519531,4,FTA Card
ACM-4-1,N,24.07650757,4,ACM
RV-4,ORF1ab,24.0854187,4,Viral Supernatant
Cotton-4-1,S,24.10276222,4,Cotton
ACM-4-1,ORF1ab,24.1259346,4,ACM
Flock-4-5,ORF1ab,24.14141273,4,Flocked Swab
Flock-4-1,N,24.1588459,4,Flocked Swab
RV-4,N,24.1844368,4,Viral Supernatant
ACM-4-4,N,24.18922234,4,ACM
FTA-4-5,ORF1ab,24.21501732,4,FTA Card
Flock-4-5,N,24.26758385,4,Flocked Swab
Flock-4-3,ORF1ab,24.29448509,4,Flocked Swab
FTA-4-3,ORF1ab,24.30701447,4,FTA Card
Flock-4-3,N,24.31055832,4,Flocked Swab
Cotton-4-3,N,24.3188324,4,Cotton
FTA-4-3,N,24.32923508,4,FTA Card
Flock-4-1,N,24.37330437,4,Flocked Swab
ACM-4-5,S,24.38218689,4,ACM
FTA-4-5,S,24.39113998,4,FTA Card
Glass-4-2,ORF1ab,24.61673355,4,Glass Fiber Filter
RV-4,S,24.63149071,4,Viral Supernatant
Glass-4-2,N,24.64084816,4,Glass Fiber Filter
FTA-4-4,S,24.64303207,4,FTA Card
FTA-4-3,ORF1ab,24.67760658,4,FTA Card
FTA-4-3,N,24.71524239,4,FTA Card
Flock-4-5,S,24.72882271,4,Flocked Swab
FTA-4-1,S,24.730299,4,FTA Card
Flock-4-4,ORF1ab,24.819767,4,Flocked Swab
FTA-4-4,ORF1ab,24.84189034,4,FTA Card
Cotton-4-1,ORF1ab,24.86250496,4,Cotton
Flock-4-3,S,24.86660385,4,Flocked Swab
Flock-4-2,N,24.86984444,4,Flocked Swab
ACM-4-2,S,24.87487221,4,ACM
FTA-4-4,N,24.8950119,4,FTA Card
Flock-4-5,S,24.89621735,4,Flocked Swab
Cotton-4-2,N,24.94890976,4,Cotton
Cotton-4-1,N,24.97470093,4,Cotton
FTA-4-5,N,24.98337746,4,FTA Card
RV-4,N,25.00086403,4,Viral Supernatant
RV-4,ORF1ab,25.00226212,4,Viral Supernatant
Flock-4-1,S,25.03214645,4,Flocked Swab
Flock-4-2,N,25.04371262,4,Flocked Swab
Flock-4-2,ORF1ab,25.04513168,4,Flocked Swab
Cotton-4-3,S,25.0533886,4,Cotton
Flock-4-2,ORF1ab,25.05985069,4,Flocked Swab
Cotton-4-2,ORF1ab,25.0921402,4,Cotton
Cotton-4-5,N,25.14580345,4,Cotton
Cotton-4-5,ORF1ab,25.19795227,4,Cotton
ACM-4-1,S,25.27253723,4,ACM
Flock-4-1,S,25.27336884,4,Flocked Swab
FTA-4-4,S,25.30909348,4,FTA Card
Flock-4-2,S,25.32444191,4,Flocked Swab
Flock-4-4,N,25.34047318,4,Flocked Swab
RV-4,S,25.37873077,4,Viral Supernatant
Cotton-4-4,ORF1ab,25.39101791,4,Cotton
Flock-4-3,S,25.40269661,4,Flocked Swab
Cotton-4-1,S,25.41112518,4,Cotton
FTA-4-5,S,25.43533707,4,FTA Card
ACM-4-1,S,25.44222832,4,ACM
Flock-4-2,S,25.4574337,4,Flocked Swab
Cotton-4-5,N,25.48396492,4,Cotton
Cotton-4-4,N,25.5273037,4,Cotton
ACM-4-2,ORF1ab,25.6103344,4,ACM
Cotton-4-5,ORF1ab,25.70466805,4,Cotton
ACM-4-2,N,25.74065208,4,ACM
FTA-4-3,S,25.75120735,4,FTA Card
FTA-4-3,S,25.80319405,4,FTA Card
Cotton-4-5,S,25.87015152,4,Cotton
ACM-4-2,S,26.01293945,4,ACM
Cotton-4-3,ORF1ab,26.01719475,4,Cotton
Glass-4-2,S,26.02837753,4,Glass Fiber Filter
Flock-4-4,S,26.05990791,4,Flocked Swab
Cotton-4-4,S,26.06022263,4,Cotton
Cotton-4-3,N,26.13084602,4,Cotton
Cotton-4-2,S,26.14197159,4,Cotton
ACM-4-4,S,26.20942688,4,ACM
Flock-4-4,N,26.38587761,4,Flocked Swab
Flock-4-4,ORF1ab,26.41058159,4,Flocked Swab
FTA-4-2,ORF1ab,26.46515083,4,FTA Card
Cotton-4-3,S,26.48814201,4,Cotton
Glass-4-2,N,26.49811363,4,Glass Fiber Filter
Glass-4-2,ORF1ab,26.51937294,4,Glass Fiber Filter
Flock-4-4,S,26.54782295,4,Flocked Swab
FTA-4-2,N,26.57282829,4,FTA Card
ACM-4-4,N,26.58716965,4,ACM
ACM-4-4,ORF1ab,26.58825684,4,ACM
Glass-4-4,N,26.66034889,4,Glass Fiber Filter
Glass-4-2,S,26.7299099,4,Glass Fiber Filter
ACM-4-4,S,26.74343491,4,ACM
FTA-4-2,ORF1ab,26.74841881,4,FTA Card
FTA-4-2,N,26.81179428,4,FTA Card
Glass-4-4,S,26.82091522,4,Glass Fiber Filter
Glass-4-1,ORF1ab,26.92373466,4,Glass Fiber Filter
Glass-4-4,ORF1ab,26.94764137,4,Glass Fiber Filter
Cotton-4-2,N,26.95517159,4,Cotton
Cotton-4-2,ORF1ab,26.99358749,4,Cotton
Cotton-4-2,S,27.06113815,4,Cotton
FTA-4-2,S,27.26238823,4,FTA Card
Cotton-4-5,S,27.26728249,4,Cotton
Glass-4-1,S,27.34490967,4,Glass Fiber Filter
FTA-4-2,S,27.40959358,4,FTA Card
Glass-4-1,N,27.42143059,4,Glass Fiber Filter
Cotton-4-4,ORF1ab,27.51430702,4,Cotton
Cotton-4-4,N,27.51984024,4,Cotton
Glass-4-3,S,27.54898643,4,Glass Fiber Filter
Glass-4-5,N,27.55292892,4,Glass Fiber Filter
Glass-4-1,S,27.58289909,4,Glass Fiber Filter
Glass-4-1,N,27.59121513,4,Glass Fiber Filter
Glass-4-5,S,27.61770439,4,Glass Fiber Filter
Cotton-4-4,S,27.72432518,4,Cotton
Glass-4-5,ORF1ab,27.76177025,4,Glass Fiber Filter
Glass-4-5,S,27.97493553,4,Glass Fiber Filter
Glass-4-1,ORF1ab,27.97771645,4,Glass Fiber Filter
Glass-4-3,N,28.03092194,4,Glass Fiber Filter
Glass-4-5,N,28.1828537,4,Glass Fiber Filter
Glass-4-5,ORF1ab,28.43000793,4,Glass Fiber Filter
Glass-4-3,S,28.60702133,4,Glass Fiber Filter
Glass-4-3,ORF1ab,28.67273331,4,Glass Fiber Filter
Glass-4-3,N,29.91200829,4,Glass Fiber Filter
Glass-4-3,ORF1ab,31.39616394,4,Glass Fiber Filter
Glass-4-4,N,Undetermined,4,Glass Fiber Filter
Glass-4-4,ORF1ab,Undetermined,4,Glass Fiber Filter
Glass-4-4,S,Undetermined,4,Glass Fiber Filter
ACM-4-1,N,Undetermined,4,ACM
ACM-4-1,ORF1ab,Undetermined,4,ACM
FTA-5-5,ORF1ab,22.72092628,5,FTA Card
FTA-5-5,N,22.84609222,5,FTA Card
ACM-5-3,ORF1ab,23.60622787,5,ACM
ACM-5-3,N,23.88059998,5,ACM
FTA-5-5,S,24.0568943,5,FTA Card
FTA-5-2,ORF1ab,24.06960869,5,FTA Card
FTA-5-2,N,24.60368347,5,FTA Card
ACM-5-3,S,24.92634583,5,ACM
FTA-5-2,ORF1ab,25.12991142,5,FTA Card
Glass-5-5,N,25.20350456,5,Glass Fiber Filter
FTA-5-2,N,25.21291542,5,FTA Card
FTA-5-1,ORF1ab,25.31973457,5,FTA Card
ACM-5-5,N,25.34252357,5,ACM
ACM-5-5,ORF1ab,25.39879799,5,ACM
FTA-5-5,ORF1ab,25.49975967,5,FTA Card
FTA-5-5,N,25.53397751,5,FTA Card
Flock-5-5,ORF1ab,25.6978054,5,Flocked Swab
Flock-5-5,N,25.73655319,5,Flocked Swab
Flock-5-1,ORF1ab,25.75933266,5,Flocked Swab
FTA-5-1,N,25.77391243,5,FTA Card
ACM-5-5,S,25.79209709,5,ACM
Cotton-5-5,N,25.91760063,5,Cotton
Cotton-5-5,ORF1ab,25.97512627,5,Cotton
Glass-5-4,N,26.00929832,5,Glass Fiber Filter
Flock-5-4,N,26.02388954,5,Flocked Swab
Flock-5-2,N,26.04002571,5,Flocked Swab
Flock-5-5,N,26.06122971,5,Flocked Swab
Flock-5-1,ORF1ab,26.07859802,5,Flocked Swab
Flock-5-5,ORF1ab,26.08394432,5,Flocked Swab
Flock-5-4,ORF1ab,26.1240921,5,Flocked Swab
Cotton-5-4,ORF1ab,26.15418816,5,Cotton
Cotton-5-4,N,26.22508049,5,Cotton
Glass-5-3,N,26.24714279,5,Glass Fiber Filter
Flock-5-1,N,26.26416397,5,Flocked Swab
Glass-5-4,ORF1ab,26.28226662,5,Glass Fiber Filter
RV-5,ORF1ab,26.30063629,5,Viral Supernatant
FTA-5-4,ORF1ab,26.35477829,5,FTA Card
Flock-5-1,S,26.39413261,5,Flocked Swab
RV-5,N,26.41726494,5,Viral Supernatant
Glass-5-4,S,26.44700432,5,Glass Fiber Filter
FTA-5-3,N,26.44740868,5,FTA Card
Flock-5-3,ORF1ab,26.47218323,5,Flocked Swab
FTA-5-1,S,26.47467613,5,FTA Card
FTA-5-4,N,26.48002052,5,FTA Card
Flock-5-3,N,26.48291779,5,Flocked Swab
FTA-5-4,S,26.53794289,5,FTA Card
Cotton-5-5,S,26.56043625,5,Cotton
FTA-5-2,S,26.5791111,5,FTA Card
Flock-5-1,N,26.58915901,5,Flocked Swab
FTA-5-4,N,26.61377907,5,FTA Card
FTA-5-5,S,26.62541389,5,FTA Card
Glass-5-3,ORF1ab,26.64608574,5,Glass Fiber Filter
Glass-5-3,S,26.65937042,5,Glass Fiber Filter
FTA-5-4,ORF1ab,26.66702843,5,FTA Card
RV-5,N,26.68240356,5,Viral Supernatant
Flock-5-4,S,26.7030983,5,Flocked Swab
RV-5,ORF1ab,26.70884705,5,Viral Supernatant
FTA-5-2,S,26.72022438,5,FTA Card
Flock-5-2,ORF1ab,26.7592659,5,Flocked Swab
Flock-5-1,S,26.7655201,5,Flocked Swab
Flock-5-5,S,26.79127884,5,Flocked Swab
ACM-5-5,N,26.81869507,5,ACM
ACM-5-5,ORF1ab,26.81923866,5,ACM
FTA-5-1,ORF1ab,26.82946205,5,FTA Card
ACM-5-5,S,26.89220238,5,ACM
FTA-5-3,ORF1ab,26.89616013,5,FTA Card
Flock-5-3,S,26.92353058,5,Flocked Swab
ACM-5-1,N,26.92660141,5,ACM
FTA-5-4,S,26.92815399,5,FTA Card
Flock-5-5,S,26.93994331,5,Flocked Swab
Glass-5-2,S,27.01610756,5,Glass Fiber Filter
RV-5,S,27.02360535,5,Viral Supernatant
Cotton-5-2,S,27.03923035,5,Cotton
Glass-5-5,S,27.07406235,5,Glass Fiber Filter
Glass-5-4,S,27.10406494,5,Glass Fiber Filter
Cotton-5-1,ORF1ab,27.16632843,5,Cotton
RV-5,S,27.17020226,5,Viral Supernatant
Cotton-5-4,S,27.19398689,5,Cotton
FTA-5-1,N,27.19521713,5,FTA Card
Cotton-5-5,N,27.21596909,5,Cotton
FTA-5-3,S,27.22100639,5,FTA Card
Glass-5-4,N,27.24144745,5,Glass Fiber Filter
ACM-5-2,N,27.29320526,5,ACM
ACM-5-1,N,27.31551361,5,ACM
Glass-5-1,S,27.33205414,5,Glass Fiber Filter
ACM-5-3,S,27.35062408,5,ACM
